source_id,designation_aw,tmass_designation,ra,dec,glon,glat,ecl_lat,b_band,parallax,parallax_error,pmra,pmdec,r_med_geo,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,M_G,j_m,h_m,ks_m,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,snr3,snr4,w3snr_aw,w4snr_aw,rmse,t_ds,gamma,gvar,verdict,verdict_reason,flag_v1_w3nm0,flag_v1_w4nm0,flag_v1_w3flg32,flag_v1_w4flg32,ph_qual_aw,ph_qual_as,flag_v2_release_inconsistent,flag_v3_subthreshold,p_chance_1as,v5_centroid,n1_flag,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag,nebular_flag,w3sky,w4sky,w3conf,w4conf
3647887561840108928,J141501.76-002326.7,14150176-0023267,213.757413,-0.390728,342.474826,55.925874,12.402269,core_b50,10.359005,0.080918,15.493931,11.712928,95.97738,0.988805,17.073114,18.986782,15.780978,12.16227,13.908,13.308,13.01,12.804,0.024,12.595,0.025,11.518,0.161,8.32,0.271,6.743478,4.006273,6.8,4.0,0.162749,120.338983,0.1,0.982033,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.859141,False,False,2884.458,928.366,0.0,0.975
3680796219737747200,J122908.44-045129.5,12290846-0451295,187.285078,-4.858231,292.535918,57.56275,-1.572547,core_b50,3.860456,0.120902,-27.115848,1.199896,257.35742,1.055544,16.980541,18.22013,15.789648,9.927858,14.206,13.599,13.325,13.115,0.025,12.889,0.027,10.502,0.089,7.519,0.171,12.198876,6.349123,12.2,6.4,0.09839,171.186441,0.1354,0.983804,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.681741,False,False,3116.358,1059.401,5.109,1.804
3711294365893988096,J132946.04+011052.9,13294608+0110534,202.441805,1.181308,324.037877,62.471945,9.830387,core_b50,4.990666,0.109319,-53.906316,-37.014011,198.96622,1.004631,17.661816,19.355371,16.434153,11.167919,14.778,14.079,13.79,13.587,0.025,13.381,0.031,11.728,0.205,8.287,0.212,5.296098,5.121226,5.3,5.1,0.063824,150.847458,0.107871,0.960489,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.135362,False,False,2865.498,949.545,5.784,2.988
3714808649869917056,J133707.39+051816.2,13370742+0518165,204.280784,5.304495,331.457549,65.613832,14.340795,core_b50,3.552578,0.144853,-32.803975,-39.714161,278.74316,1.044581,18.189686,19.840391,16.9969,10.963665,15.308,14.816,14.551,14.306,0.029,14.134,0.04,12.0,0.293,8.059,0.172,3.705461,6.312209,3.7,6.3,0.056312,130.508475,0.248233,0.847699,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure; release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,True,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.475228,False,False,2615.606,850.113,3.096,1.924
3732612938579591680,J131559.62+095122.7,13155966+0951224,198.998385,9.856299,322.627602,71.782756,16.536977,core_b50,5.714616,0.126761,-47.573498,11.304036,173.66792,1.020196,17.583729,19.245184,16.34714,11.385131,14.634,13.937,13.879,13.619,0.025,13.404,0.03,11.839,0.223,8.045,0.21,4.86861,5.17,4.9,5.2,0.066127,130.508475,0.146058,0.842495,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.35613,False,False,2572.427,820.466,6.325,2.033
3747107246317150336,J103001.54-183819.5,10300154-1838191,157.506436,-18.638778,262.206077,32.824872,-25.939876,outer_b30_50,3.817156,0.225884,-6.137005,-19.172599,262.3914,0.877986,18.500517,19.934313,17.29022,11.405769,15.661,15.12,14.967,14.615,0.029,14.517,0.053,11.908,0.296,8.315,0.284,3.667905,3.822887,3.7,3.8,0.152563,140.677966,0.248233,0.877059,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.7, W4 S/N 3.8) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.02384,False,False,1891.583,580.75,4.251,1.93
3761467967687193216,J104457.48-091720.1,10445751-0917198,161.239464,-9.288931,258.450172,42.401688,-15.923081,outer_b30_50,4.57599,0.084466,-42.090822,-15.261201,216.73299,1.007035,16.995356,18.51381,15.808611,10.315731,14.19,13.574,13.298,13.161,0.024,12.963,0.028,11.586,0.209,8.147,0.249,5.194737,4.360241,5.2,4.4,0.107857,140.677966,0.1,1.014312,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.010589,False,False,2326.239,740.276,6.989,3.763
3771001596789143808,J094707.99-093626.9,09470802-0936270,146.78326,-9.607499,245.888364,32.182884,-21.590768,outer_b30_50,4.497174,0.046027,-35.070034,8.848608,220.80208,1.049199,16.001818,17.136871,14.949909,9.281802,13.594,12.996,12.769,12.626,0.023,12.541,0.025,11.616,0.258,7.665,0.169,4.20814,6.42426,4.2,6.4,0.080064,110.169492,0.1,0.918667,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.210312,False,False,1996.463,619.477,9.616,3.162
3810623803966049280,J112126.39+013137.6,11212644+0131374,170.35987,1.527131,259.023855,56.522671,-2.414966,core_b50,5.425306,0.066114,-73.143025,15.008331,183.18318,0.982369,16.320545,17.66873,15.182926,10.006117,13.712,13.076,12.865,12.656,0.023,12.564,0.025,11.452,0.227,8.087,0.231,4.782819,4.7,4.8,4.7,0.168808,120.338983,0.1,0.743048,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.8, W4 S/N 4.7) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AAUU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.386749,False,False,2994.324,1008.939,9.312,1.917
3839298551822333568,J092252.81-001538.2,09225291-0015379,140.719848,-0.260691,232.710324,32.965933,-14.833414,outer_b30_50,5.68992,0.048198,-144.387173,-32.373482,174.34534,1.084852,16.05314,17.247847,14.940622,9.846088,13.565,12.999,12.747,12.594,0.023,12.296,0.023,10.436,0.084,7.662,0.165,12.925,6.58,12.9,6.6,0.18833,150.847458,0.1,0.819628,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.005537,False,False,2309.659,732.216,3.447,2.833
3864859242230682240,J110147.16+071801.7,11014719+0718019,165.446441,7.300372,245.206281,57.308378,0.999309,core_b50,3.709389,0.090377,-34.276632,-30.219145,264.5889,1.049521,17.257849,18.789625,16.07027,10.144991,14.315,13.713,13.517,13.332,0.025,13.195,0.031,11.015,0.168,7.983,0.224,6.4625,4.846875,6.5,4.8,0.156008,171.186441,0.107871,0.802984,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.670339,False,False,3100.88,1058.07,0.0,2.509
3879236284476714240,J094837.71+100804.6,09483773+1008048,147.157135,10.134591,225.484989,43.795982,-2.91888,outer_b30_50,4.737015,0.083886,-10.748985,-21.601105,209.26372,1.075335,16.930864,18.289083,15.800536,10.327394,14.233,13.715,13.448,13.327,0.025,13.112,0.029,11.861,0.247,8.361,0.275,4.395547,3.948,4.4,3.9,0.108893,130.508475,0.1,0.896134,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.4, W4 S/N 3.9) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AAUU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.191988,False,False,2903.052,967.768,5.276,2.653
3953639579197683456,J122349.96+223215.6,12234996+2232159,185.95822,22.537616,247.679708,82.237396,22.941977,core_b50,6.137679,0.177966,7.03367,-29.169299,162.62732,1.040773,18.36601,20.250397,17.075111,12.310042,15.156,14.494,14.152,14.046,0.027,13.794,0.037,11.593,0.205,7.797,0.167,5.296098,6.501198,5.3,6.5,0.051117,140.677966,0.248233,0.972337,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.607549,False,False,2142.994,680.405,2.223,2.146
4007971606982704384,J115903.09+283858.4,11590313+2838583,179.762771,28.649567,202.403469,78.330962,26.004556,core_b50,5.998382,0.099626,-55.516033,2.643786,165.02463,1.069109,17.138643,18.853905,15.902483,11.050899,14.127,13.514,13.22,13.044,0.024,12.868,0.025,11.474,0.218,8.43,0.309,4.980275,3.513592,5.0,3.5,0.174007,140.677966,0.1,0.986165,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.363374,False,False,2053.243,641.438,0.0,0.0
4359368612618324736,J162937.36-004928.8,16293737-0049287,247.405655,-0.824776,14.132082,30.638352,20.732296,outer_b30_50,4.243152,0.190958,-10.275641,-28.813374,234.78955,0.971362,18.38349,20.15893,17.155611,11.530096,15.372,14.872,14.473,14.37,0.031,14.103,0.042,11.68,0.265,8.254,0.277,4.096981,3.919495,4.1,3.9,0.046449,150.847458,0.197763,0.972473,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.1, W4 S/N 3.9) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.997833,True,True,2520.993,764.046,2.07,1.437
4399521613331215872,J155719.98-040014.0,15571995-0400140,239.333341,-4.003985,5.501403,35.421453,16.096053,outer_b30_50,5.458796,0.085089,39.297261,-27.01758,181.96025,1.032461,16.999413,18.501247,15.81655,10.69953,14.077,13.407,13.076,12.945,0.149,12.76,0.026,11.581,0.223,8.063,0.279,4.86861,3.891398,4.9,3.9,0.131863,130.508475,0.1,0.961639,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.9, W4 S/N 3.9) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,BABB,AAAB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.760054,False,False,2797.814,863.841,4.624,5.6
4400845665847062272,J154122.43-043053.1,15412243-0430529,235.343495,-4.514774,1.88613,38.19982,14.712316,outer_b30_50,3.624349,0.08942,-0.088554,-11.970924,272.57397,1.130742,17.064232,18.414673,15.905482,9.88681,14.274,13.645,13.384,13.197,0.024,13.031,0.028,11.547,0.222,8.113,0.247,4.890541,4.395547,4.9,4.4,0.11186,140.677966,0.1,0.838287,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.9, W4 S/N 4.4) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.809112,False,False,2836.112,886.843,10.167,1.69
4403656842201250048,J154302.74-020206.6,15430274-0202067,235.761379,-2.035171,4.69068,39.44445,17.220685,outer_b30_50,3.349594,0.066998,-16.105126,10.298668,295.50974,0.983352,16.64953,17.820574,15.568682,9.296671,14.14,13.467,13.233,13.054,0.025,12.984,0.029,11.734,0.249,8.404,0.255,4.360241,4.257647,4.4,4.3,0.178086,130.508475,0.1,0.841984,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.4, W4 S/N 4.3) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AACB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.605013,False,False,2701.376,834.209,4.786,0.0
4426899659020024192,J155612.49+060546.7,15561249+0605467,239.052094,6.096343,15.935065,41.377987,25.890679,outer_b30_50,5.350752,0.047252,8.546595,6.973843,185.48471,1.040034,15.99665,17.287184,14.883048,9.655109,13.345,12.758,12.549,12.409,0.023,12.288,0.024,11.404,0.157,7.693,0.154,6.915287,7.05,6.9,7.0,0.118613,110.169492,0.1,0.814656,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.747336,False,False,2257.845,677.314,2.681,1.726
4447485158093915904,J165624.78+103719.2,16562478+1037202,254.103255,10.621891,29.507581,30.322896,33.033283,outer_b30_50,7.946234,0.110526,-14.783589,-88.351902,125.18355,1.023435,17.873844,19.953331,16.562233,12.386108,14.651,13.958,13.658,13.509,0.025,13.277,0.029,11.601,0.206,8.49,0.305,5.270388,3.559672,5.3,3.6,0.063161,150.847458,0.1,0.895816,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.9957,True,True,2027.889,589.41,4.257,2.881
4455296539674330752,J155027.26+090809.1,15502731+0908085,237.613503,9.135986,18.538712,44.138508,28.510475,outer_b30_50,3.371228,0.041122,-67.182755,68.881167,292.9655,0.924669,15.970817,16.96672,14.980498,8.636735,13.745,13.108,12.926,12.794,0.024,12.678,0.026,11.527,0.233,7.697,0.17,4.659657,6.386471,4.7,6.4,0.078161,120.338983,0.1,0.735122,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.515803,False,False,2149.029,640.193,2.924,0.631
4544474938502752896,J170139.06+132244.0,17013905+1322439,255.412729,13.378894,33.029071,30.304404,35.930485,outer_b30_50,4.638411,0.154199,-6.859983,1.315166,213.40675,1.221855,17.749468,19.516264,16.436102,11.103427,14.506,13.904,13.731,13.572,0.025,13.301,0.03,11.959,0.267,8.285,0.263,4.066292,4.128137,4.1,4.1,0.167958,140.677966,0.107871,1.838253,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.1, W4 S/N 4.1) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.868416,False,False,1900.726,548.183,4.881,3.455
4561089521273318272,J165937.88+190356.8,16593789+1903568,254.907803,19.065778,38.997086,32.903528,41.505186,outer_b30_50,8.226123,0.041732,-21.923186,-3.716305,120.868286,1.024435,16.30616,17.879396,15.102733,10.894598,13.436,12.842,12.564,12.406,0.023,12.233,0.023,11.918,0.25,7.895,0.15,4.3428,7.238,4.3,7.2,0.052435,100.0,0.1,1.162261,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.999806,True,True,1726.356,492.008,1.5,1.008
4630985578527718912,J003433.73-813954.5,00343399-8139547,8.639845,-81.665174,303.682017,-35.438479,-66.412999,outer_b30_50,7.889167,0.033997,-57.184457,7.597568,126.36799,0.990189,16.243475,17.730879,15.062862,10.73529,13.47,12.854,12.556,12.472,0.023,12.3,0.022,11.618,0.148,7.629,0.122,7.335811,8.89918,7.4,8.9,0.059656,110.169492,0.1,0.776437,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1102.643,304.057,4.372,3.239
4649396037451459712,J045602.99-741013.8,04560288-7410138,74.012692,-74.170599,286.228863,-33.767139,-80.749909,outer_b30_50,4.543242,0.116952,39.525157,-19.288098,219.42052,0.909293,18.392738,20.175255,17.141033,11.686352,15.332,14.725,14.562,14.434,0.026,14.193,0.033,11.26,0.103,8.457,0.217,10.540777,5.003226,10.5,5.0,0.060756,181.355932,0.169955,0.961718,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1036.3,284.706,0.0,0.0
4652200380574451712,J051137.74-693956.9,05113763-6939577,77.907566,-69.66569,280.618253,-33.91998,-84.541197,outer_b30_50,9.524303,0.154511,45.049512,65.961492,104.42856,1.050479,18.74242,20.74568,17.304861,13.648324,15.166,14.592,14.278,14.096,0.038,13.917,0.034,11.055,0.207,8.993,0.272,5.244928,3.991544,5.2,4.0,0.186026,232.20339,0.107871,0.967346,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; w3flg = 32: aperture photometry is a 95% upper limit",False,False,True,True,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1119.861,304.356,7.237,2.621
4657786238882990080,J053828.98-684208.5,05382893-6842085,84.620687,-68.702392,279.002319,-31.736571,-87.039281,outer_b30_50,3.699818,0.137854,8.98463,-7.603536,267.80707,1.009363,18.58647,20.345375,17.314613,11.44736,15.295,14.876,14.729,14.284,0.029,14.045,0.03,10.739,0.071,8.317,0.15,15.291549,7.238,15.3,7.2,0.146878,211.864407,0.213329,1.084208,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection",False,False,False,True,AAAB,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1088.901,305.43,8.749,2.323
4658193058184872448,J051710.81-691536.5,05171081-6915363,79.295015,-69.260155,280.014164,-33.53408,-85.163161,outer_b30_50,5.251365,0.031751,-5.339854,-9.267451,189.32338,1.016612,16.039618,17.366444,14.864039,9.653597,13.297,12.66,12.445,12.282,0.033,12.173,0.032,9.198,0.211,7.481,0.297,5.145498,3.655556,5.1,3.7,0.10855,283.050847,0.1,1.044353,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; w3flg = 32: aperture photometry is a 95% upper limit",False,False,True,True,AABB,AACC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.986166,False,False,1336.489,343.713,0.0,0.0
4658867677285653888,J051924.91-671519.2,05192490-6715201,79.853876,-67.255261,277.602978,-33.710964,-85.965199,outer_b30_50,3.483662,0.117199,9.173405,66.114531,286.20062,0.979153,18.26768,20.026966,17.044893,10.984327,15.336,14.753,14.796,14.315,0.026,14.124,0.028,11.825,0.106,9.272,0.31,10.242453,3.502258,10.2,3.5,0.108899,191.525424,0.1,0.932156,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'A' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AAAB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1108.185,316.047,3.934,1.658
4659179496223480832,J055604.97-674645.5,05560498-6746454,89.020803,-67.779344,277.797174,-30.173745,-88.723564,outer_b30_50,5.507125,0.059473,3.689326,-6.238031,180.13734,1.269952,16.827309,18.315626,15.618525,10.54929,13.973,13.407,13.163,12.998,0.024,12.843,0.023,12.515,0.216,8.634,0.212,5.026389,5.121226,5.0,5.1,0.097357,100.0,0.1,1.479377,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1011.306,277.43,3.655,2.48
4659185745382182016,J055331.21-681407.1,05533117-6814077,88.380023,-68.235286,278.334838,-30.397128,-88.213584,outer_b30_50,3.52031,0.125818,-1.397079,36.435647,280.52023,1.051686,18.182924,19.786512,16.94107,10.943103,15.272,14.611,14.29,14.116,0.026,13.961,0.029,10.619,0.054,8.217,0.125,20.105556,8.6856,20.0,8.7,0.092792,211.864407,0.197763,0.908105,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1052.882,283.268,7.022,2.977
4660178505646521344,J052841.39-671426.8,05284146-6714262,82.172478,-67.240807,277.420302,-32.827299,-86.856944,outer_b30_50,4.52373,0.063019,-19.24174,-37.761646,219.43605,0.992872,17.209414,18.538916,16.086594,10.502874,14.622,14.051,13.933,13.56,0.034,13.473,0.033,10.611,0.055,8.571,0.232,19.74,4.679741,19.8,4.7,0.157341,232.20339,0.1,0.818708,INDETERMINATE,"passes every gate that could be applied, but All-Sky release row, a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1116.763,317.089,2.215,1.656
4660209051456979200,J052953.07-665837.9,05295306-6658378,82.471157,-66.977254,277.091387,-32.746694,-87.003157,outer_b30_50,7.277346,0.127347,9.958709,-8.537665,136.86877,1.034147,18.38371,20.424368,17.057343,12.702188,15.037,14.429,14.397,13.839,0.024,13.751,0.026,11.315,0.081,7.824,0.101,13.403704,10.749505,13.4,10.8,0.085829,150.847458,0.23012,1.024428,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAA,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1126.624,323.09,3.302,2.055
4660508634009774464,J051731.63-660027.8,05173167-6600279,79.381814,-66.007747,276.160281,-34.108183,-85.69907,outer_b30_50,4.101655,0.204332,-4.799227,-0.480051,246.46014,1.017654,19.059015,21.034445,17.705458,12.100282,15.767,15.135,14.791,14.609,0.027,14.467,0.032,11.758,0.119,9.003,0.24,9.123529,4.52375,9.1,4.5,0.107305,191.525424,0.157554,0.858335,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.020752,False,False,1172.778,333.813,5.252,2.775
4660605592871209728,J052007.91-654543.8,05200790-6545440,80.033037,-65.762125,275.816349,-33.884992,-85.898035,outer_b30_50,4.45021,0.099284,-1.2867,21.193387,222.87225,0.99042,17.926413,19.608662,16.711071,11.186133,14.991,14.336,14.197,13.921,0.025,13.795,0.027,11.617,0.09,9.245,0.256,12.063333,4.241016,12.1,4.2,0.170633,181.355932,0.1,0.920341,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection",False,False,False,True,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.011529,False,False,1167.384,331.951,11.717,3.007
4660679264451868032,J053538.39-655908.3,05353835-6559082,83.910059,-65.985679,275.847786,-32.285065,-87.484093,outer_b30_50,3.685319,0.018293,19.243452,-14.972379,269.06833,0.926626,14.672326,15.387801,13.84982,7.523013,12.805,12.192,12.078,11.958,0.023,11.967,0.022,10.843,0.09,6.977,0.091,12.063333,11.930769,12.1,11.9,0.143722,110.169492,0.1,0.583141,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAA,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.18492,False,False,1220.187,351.99,5.071,2.304
4661749226710292864,J045155.72-670237.8,04515567-6702380,72.982143,-67.04376,278.10203,-36.35506,-83.300298,outer_b30_50,5.780651,0.083602,14.849526,35.497739,171.96547,1.115914,17.843391,19.533037,16.58972,11.666185,14.991,14.325,13.998,13.777,0.027,13.549,0.027,10.609,0.084,8.297,0.186,12.925,5.837097,12.9,5.8,0.090084,211.864407,0.1354,0.944934,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.161171,False,False,1220.737,338.41,5.969,3.003
4662104811317942528,J045831.50-662947.6,04583153-6629478,74.631253,-66.496608,277.233123,-35.875815,-83.893893,outer_b30_50,5.89877,0.11823,-10.747819,-0.711291,168.7502,0.971317,18.357698,20.193378,17.03228,12.221477,15.119,14.388,14.192,13.865,0.026,13.687,0.027,10.261,0.115,7.714,0.177,9.44087,6.133898,9.5,6.1,0.095044,201.694915,0.248233,0.959824,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection",False,False,False,True,AABB,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.210975,False,False,1234.103,348.294,3.077,2.134
