rank,tier,tier_label,object,n_tracklets,tracklets,obs_codes,n_new_obs,arc_extension_days,deepest_dt_years,joint_rms_arcsec,baseline_rms_arcsec,sigma_a_ratio,gates,skybot,ambiguity,provenance,itf_status,pointed_screen,link_keys,why_real
31,B,"single tracklet, caveat-free",2025 MO118,1,SUBFC48@G96/n55855,G96,7,4992.0,-14.63,0.15152,0.069521,,"strict=Y published=Y tracklet-used=7/7 sep=91.8""/gate=2622.9""",clean,none,M8,STILL_LIVE,clean,lk88d4c6aa010bfc86,"7-observation G96 tracklet 14.6 y from the orbit epoch fits jointly with the object's whole published record at 0.15152"" (baseline 0.069521"") with every observation used (7/7); coarse separation 91.8"" inside a 2622.9"" gate; extends the published arc by 4992 d."
32,B,"single tracklet, caveat-free",2025 MH325,1,TVPS147@F51/n55895,F51,4,4951.8,-14.52,0.081296,0.077058,,"strict=Y published=Y tracklet-used=4/4 sep=62.8""/gate=2605.2""",clean,none,M8,STILL_LIVE,clean,lkd3b5d685c82f6e05,"4-observation F51 tracklet 14.5 y from the orbit epoch fits jointly with the object's whole published record at 0.081296"" (baseline 0.077058"") with every observation used (4/4); coarse separation 62.8"" inside a 2605.2"" gate; extends the published arc by 4952 d."
33,B,"single tracklet, caveat-free",2026 EV96,1,P104nbc@F51/n56208,F51,3,4902.9,-13.67,0.073897,0.067633,,"strict=Y published=Y tracklet-used=3/3 sep=89.9""/gate=2466.9""",clean,none,M8,STILL_LIVE,clean,lkb79b4c46668097d2,"3-observation F51 tracklet 13.7 y from the orbit epoch fits jointly with the object's whole published record at 0.073897"" (baseline 0.067633"") with every observation used (3/3); coarse separation 89.9"" inside a 2466.9"" gate; extends the published arc by 4903 d."
34,B,"single tracklet, caveat-free",2025 NA213,1,P103AMV@F51/n56065,F51,4,4796.0,-14.06,0.057232,0.057564,,"strict=Y published=Y tracklet-used=4/4 sep=39.9""/gate=2530.0""",clean,none,M8,STILL_LIVE,clean,lk16ae0819bec83333,"4-observation F51 tracklet 14.1 y from the orbit epoch fits jointly with the object's whole published record at 0.057232"" (baseline 0.057564"") with every observation used (4/4); coarse separation 39.9"" inside a 2530.0"" gate; extends the published arc by 4796 d."
35,B,"single tracklet, caveat-free",2025 MY143,1,P103ALk@F51/n56065,F51,4,4757.1,-14.06,0.060436,0.05444,,"strict=Y published=Y tracklet-used=4/4 sep=24.6""/gate=568.2""","nearest other 251.967""",none,M8,STILL_LIVE,clean,lk0b625121463b4f99,"4-observation F51 tracklet 14.1 y from the orbit epoch fits jointly with the object's whole published record at 0.060436"" (baseline 0.05444"") with every observation used (4/4); coarse separation 24.6"" inside a 568.2"" gate; extends the published arc by 4757 d."
36,B,"single tracklet, caveat-free",2025 MD198,1,P103LYt@F51/n56091,F51,3,4755.9,-13.99,0.076314,0.073839,,"strict=Y published=Y tracklet-used=3/3 sep=121.3""/gate=2518.6""","nearest other 333.92""",none,M8,STILL_LIVE,clean,lk993b47461bf40617,"3-observation F51 tracklet 14.0 y from the orbit epoch fits jointly with the object's whole published record at 0.076314"" (baseline 0.073839"") with every observation used (3/3); coarse separation 121.3"" inside a 2518.6"" gate; extends the published arc by 4756 d."
37,B,"single tracklet, caveat-free",2025 MU167,1,P103Nt1@F51/n56093,F51,3,4753.9,-13.98,0.077832,0.064612,,"strict=Y published=Y tracklet-used=3/3 sep=104.1""/gate=2517.7""",clean,none,M8,STILL_LIVE,clean,lk41868ba9aa9b8ef4,"3-observation F51 tracklet 14.0 y from the orbit epoch fits jointly with the object's whole published record at 0.077832"" (baseline 0.064612"") with every observation used (3/3); coarse separation 104.1"" inside a 2517.7"" gate; extends the published arc by 4754 d."
38,B,"single tracklet, caveat-free",2025 MD158,1,P1044Y9@F51/n56156,F51,4,4690.8,-13.81,0.08604,0.071231,,"strict=Y published=Y tracklet-used=4/4 sep=170.8""/gate=2489.8""","nearest other 150.284""",none,M9-extension,STILL_LIVE,clean,lk32ae7b5404112aa9,"4-observation F51 tracklet 13.8 y from the orbit epoch fits jointly with the object's whole published record at 0.08604"" (baseline 0.071231"") with every observation used (4/4); coarse separation 170.8"" inside a 2489.8"" gate; extends the published arc by 4691 d."
39,B,"single tracklet, caveat-free",2025 PU35,1,P104rd3@F51/n56209,F51,3,4676.1,-13.66,0.090772,0.079073,,"strict=Y published=Y tracklet-used=3/3 sep=161.4""/gate=2466.4""",clean,none,M9-extension,STILL_LIVE,clean,lk4b79b9fe0f211f50,"3-observation F51 tracklet 13.7 y from the orbit epoch fits jointly with the object's whole published record at 0.090772"" (baseline 0.079073"") with every observation used (3/3); coarse separation 161.4"" inside a 2466.4"" gate; extends the published arc by 4676 d."
40,B,"single tracklet, caveat-free",2025 MA205,1,TSA05FA@G96/n56192,G96,4,4654.9,-13.71,0.18461,0.058052,,"strict=Y published=Y tracklet-used=4/4 sep=160.4""/gate=2473.9""","nearest other 42.852""",none,M9-extension,STILL_LIVE,clean,lkf618e751af754f5d,"4-observation G96 tracklet 13.7 y from the orbit epoch fits jointly with the object's whole published record at 0.18461"" (baseline 0.058052"") with every observation used (4/4); coarse separation 160.4"" inside a 2473.9"" gate; extends the published arc by 4655 d."
41,B,"single tracklet, caveat-free",2025 MF357,1,P106kdS@F51/n56356,F51,4,4490.8,-13.26,0.071931,0.064636,,"strict=Y published=Y tracklet-used=4/4 sep=100.5""/gate=2401.4""","nearest other 236.167""",none,M8,STILL_LIVE,clean,lkfc9572fedea28d88,"4-observation F51 tracklet 13.3 y from the orbit epoch fits jointly with the object's whole published record at 0.071931"" (baseline 0.064636"") with every observation used (4/4); coarse separation 100.5"" inside a 2401.4"" gate; extends the published arc by 4491 d."
42,B,"single tracklet, caveat-free",2025 KU46,1,UFB9EE6@G96/n56367,G96,4,4449.0,-13.23,0.21068,0.095901,,"strict=Y published=Y tracklet-used=4/4 sep=171.9""/gate=2396.6""","nearest other 272.223""",none,M9-partitions,STILL_LIVE,clean,lk540ec1026ab33758,"4-observation G96 tracklet 13.2 y from the orbit epoch fits jointly with the object's whole published record at 0.21068"" (baseline 0.095901"") with every observation used (4/4); coarse separation 171.9"" inside a 2396.6"" gate; extends the published arc by 4449 d."
43,B,"single tracklet, caveat-free",2025 NU157,1,P107cDa@F51/n56424,F51,3,4433.8,-13.07,0.11843,0.11243,,"strict=Y published=Y tracklet-used=3/3 sep=142.9""/gate=2371.3""","nearest other 323.278""",none,M9-extension,STILL_LIVE,clean,lkdb9afc6ae8a54cd8,"3-observation F51 tracklet 13.1 y from the orbit epoch fits jointly with the object's whole published record at 0.11843"" (baseline 0.11243"") with every observation used (3/3); coarse separation 142.9"" inside a 2371.3"" gate; extends the published arc by 4434 d."
44,B,"single tracklet, caveat-free",2025 MP242,1,P107ctf@F51/n56424,F51,4,4422.8,-13.07,0.11745,0.12707,,"strict=Y published=Y tracklet-used=4/4 sep=47.6""/gate=2371.3""","nearest other 52.013""",none,M8,STILL_LIVE,clean,lk99911d237f11f6fa,"4-observation F51 tracklet 13.1 y from the orbit epoch fits jointly with the object's whole published record at 0.11745"" (baseline 0.12707"") with every observation used (4/4); coarse separation 47.6"" inside a 2371.3"" gate; extends the published arc by 4423 d."
45,B,"single tracklet, caveat-free",2025 MR177,1,P107cDX@F51/n56424,F51,3,4422.8,-13.07,0.072143,0.027168,,"strict=Y published=Y tracklet-used=3/3 sep=41.0""/gate=2371.3""","nearest other 56.965""",none,M8,STILL_LIVE,clean,lk3cf35d8762963461,"3-observation F51 tracklet 13.1 y from the orbit epoch fits jointly with the object's whole published record at 0.072143"" (baseline 0.027168"") with every observation used (3/3); coarse separation 41.0"" inside a 2371.3"" gate; extends the published arc by 4423 d."
46,B,"single tracklet, caveat-free",2025 MV248,1,P107cua@F51/n56424,F51,3,4422.8,-13.07,0.069878,0.066343,,"strict=Y published=Y tracklet-used=3/3 sep=36.0""/gate=2371.3""","nearest other 306.765""",none,M8,STILL_LIVE,clean,lk6378724b1f3454b1,"3-observation F51 tracklet 13.1 y from the orbit epoch fits jointly with the object's whole published record at 0.069878"" (baseline 0.066343"") with every observation used (3/3); coarse separation 36.0"" inside a 2371.3"" gate; extends the published arc by 4423 d."
47,B,"single tracklet, caveat-free",2026 ES24,1,N099664@W84/n56770,W84,5,4341.8,-12.13,0.2265,0.044808,,"strict=Y published=Y tracklet-used=5/5 sep=169.3""/gate=2218.4""","nearest other 341.838""",none,M9-extension,STILL_LIVE,clean,lk242384daa185b585,"5-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.2265"" (baseline 0.044808"") with every observation used (5/5); coarse separation 169.3"" inside a 2218.4"" gate; extends the published arc by 4342 d."
48,B,"single tracklet, caveat-free",2025 NY327,1,P107VBi@F51/n56512,F51,2,4334.9,-12.83,0.052686,0.046228,,"strict=Y published=Y tracklet-used=2/2 sep=101.9""/gate=2332.4""",clean,none,M8,STILL_LIVE,clean,lkc2c2d9926a9171a1,"2-observation F51 tracklet 12.8 y from the orbit epoch fits jointly with the object's whole published record at 0.052686"" (baseline 0.046228"") with every observation used (2/2); coarse separation 101.9"" inside a 2332.4"" gate; extends the published arc by 4335 d."
49,B,"single tracklet, caveat-free",2026 EP34,1,N213483@W84/n56782,W84,5,4330.1,-12.1,0.034021,0.030147,,"strict=Y published=Y tracklet-used=5/5 sep=140.1""/gate=2213.3""",clean,none,M9-extension,STILL_LIVE,clean,lke6c180bd773c2e45,"5-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.034021"" (baseline 0.030147"") with every observation used (5/5); coarse separation 140.1"" inside a 2213.3"" gate; extends the published arc by 4330 d."
50,B,"single tracklet, caveat-free",2026 DJ39,1,N014113@W84/n56772,W84,5,4319.1,-12.12,0.12207,0.049612,,"strict=Y published=Y tracklet-used=5/5 sep=139.9""/gate=2217.7""","nearest other 63.844""",none,M9-extension,STILL_LIVE,clean,lk1a17fb1f9c1aaa2f,"5-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.12207"" (baseline 0.049612"") with every observation used (5/5); coarse separation 139.9"" inside a 2217.7"" gate; extends the published arc by 4319 d."
51,B,"single tracklet, caveat-free",2025 MY131,1,UT93392@G96/n56567,G96,4,4254.1,-12.68,0.2204,0.049571,,"strict=Y published=Y tracklet-used=4/4 sep=43.9""/gate=2308.2""",clean,none,M8,STILL_LIVE,clean,lk1a3125e07de0641f,"4-observation G96 tracklet 12.7 y from the orbit epoch fits jointly with the object's whole published record at 0.2204"" (baseline 0.049571"") with every observation used (4/4); coarse separation 43.9"" inside a 2308.2"" gate; extends the published arc by 4254 d."
52,B,"single tracklet, caveat-free",2025 MH295,1,UVBC762@G96/n56605,G96,4,4241.9,-12.58,0.16075,0.12104,,"strict=Y published=Y tracklet-used=4/4 sep=72.3""/gate=2291.4""","nearest other 154.893""",none,M8,STILL_LIVE,clean,lkb52b48ed077cafed,"4-observation G96 tracklet 12.6 y from the orbit epoch fits jointly with the object's whole published record at 0.16075"" (baseline 0.12104"") with every observation used (4/4); coarse separation 72.3"" inside a 2291.4"" gate; extends the published arc by 4242 d."
53,B,"single tracklet, caveat-free",2025 NZ118,1,P109cUx@F51/n56622,F51,3,4235.9,-12.53,0.069625,0.046726,,"strict=Y published=Y tracklet-used=3/3 sep=24.0""/gate=2283.9""","nearest other 232.72""",none,M8,STILL_LIVE,clean,lk0affe47985354d06,"3-observation F51 tracklet 12.5 y from the orbit epoch fits jointly with the object's whole published record at 0.069625"" (baseline 0.046726"") with every observation used (3/3); coarse separation 24.0"" inside a 2283.9"" gate; extends the published arc by 4236 d."
54,B,"single tracklet, caveat-free",2025 MC241,1,P109d6Q@F51/n56622,F51,3,4224.9,-12.53,0.060925,0.062507,,"strict=Y published=Y tracklet-used=3/3 sep=35.1""/gate=2283.9""","nearest other 308.15""",none,M8,STILL_LIVE,clean,lk3e3a5db23c05537e,"3-observation F51 tracklet 12.5 y from the orbit epoch fits jointly with the object's whole published record at 0.060925"" (baseline 0.062507"") with every observation used (3/3); coarse separation 35.1"" inside a 2283.9"" gate; extends the published arc by 4225 d."
55,B,"single tracklet, caveat-free",2025 KC60,1,P109hb3@F51/n56623,F51,3,4200.0,-12.53,0.062536,0.06089,,"strict=Y published=Y tracklet-used=3/3 sep=25.3""/gate=534.7""","nearest other 309.106""",none,M9-partitions,STILL_LIVE,clean,lk26ef77e92ff2c5f1,"3-observation F51 tracklet 12.5 y from the orbit epoch fits jointly with the object's whole published record at 0.062536"" (baseline 0.06089"") with every observation used (3/3); coarse separation 25.3"" inside a 534.7"" gate; extends the published arc by 4200 d."
56,B,"single tracklet, caveat-free",2025 MM299,1,VBAD1BC@G96/n56685,G96,2,4162.0,-12.36,0.14815,0.060066,,"strict=Y published=Y tracklet-used=2/2 sep=77.6""/gate=2256.1""",clean,none,M8,STILL_LIVE,clean,lk43c1168a27b50934,"2-observation G96 tracklet 12.4 y from the orbit epoch fits jointly with the object's whole published record at 0.14815"" (baseline 0.060066"") with every observation used (2/2); coarse separation 77.6"" inside a 2256.1"" gate; extends the published arc by 4162 d."
57,B,"single tracklet, caveat-free",2025 OK650,1,N020279@W84/n56772,W84,5,4102.3,-12.12,0.22061,0.13123,,"strict=Y published=Y tracklet-used=5/5 sep=175.1""/gate=2217.7""","nearest other 261.665""",none,M9-partitions,STILL_LIVE,clean,lk85aab577451a5749,"5-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.22061"" (baseline 0.13123"") with every observation used (5/5); coarse separation 175.1"" inside a 2217.7"" gate; extends the published arc by 4102 d."
58,B,"single tracklet, caveat-free",2025 ND24,1,N019179@W84/n56772,W84,5,4085.3,-12.12,0.059295,0.057614,,"strict=Y published=Y tracklet-used=5/5 sep=25.2""/gate=2217.7""","nearest other 74.091""",none,M8,STILL_LIVE,clean,lka6c898e5583403f7,"5-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.059295"" (baseline 0.057614"") with every observation used (5/5); coarse separation 25.2"" inside a 2217.7"" gate; extends the published arc by 4085 d."
59,B,"single tracklet, caveat-free",2025 MK234,1,N109170@W84/n56771,W84,5,4076.3,-12.13,0.089442,0.09178,,"strict=Y published=Y tracklet-used=5/5 sep=113.3""/gate=2218.2""","nearest other 80.86""",none,M9-extension,STILL_LIVE,clean,lkafdacffd805f21c0,"5-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.089442"" (baseline 0.09178"") with every observation used (5/5); coarse separation 113.3"" inside a 2218.2"" gate; extends the published arc by 4076 d."
60,B,"single tracklet, caveat-free",2025 MV252,1,N027995@W84/n56772,W84,5,4075.1,-12.12,0.069267,0.054103,,"strict=Y published=Y tracklet-used=5/5 sep=84.4""/gate=2217.7""","nearest other 153.18""",none,M8,STILL_LIVE,clean,lk36493896672e5d4f,"5-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.069267"" (baseline 0.054103"") with every observation used (5/5); coarse separation 84.4"" inside a 2217.7"" gate; extends the published arc by 4075 d."
61,B,"single tracklet, caveat-free",2025 MZ183,1,N043872@W84/n56772,W84,4,4075.0,-12.12,0.062466,0.049648,,"strict=Y published=Y tracklet-used=4/4 sep=141.6""/gate=2217.6""","nearest other 152.084""",none,M9-extension,STILL_LIVE,clean,lk216d1a4424bfe9fe,"4-observation W84 tracklet 12.1 y from the orbit epoch fits jointly with the object's whole published record at 0.062466"" (baseline 0.049648"") with every observation used (4/4); coarse separation 141.6"" inside a 2217.6"" gate; extends the published arc by 4075 d."
62,B,"single tracklet, caveat-free",2026 DQ24,1,P10hteh@F51/n57036,F51,3,4053.4,-11.4,0.10018,0.07835,,"strict=Y published=Y tracklet-used=3/3 sep=2.6""/gate=485.4""","nearest other 173.666""",none,M8,STILL_LIVE,clean,lk5938ed9746d3d72a,"3-observation F51 tracklet 11.4 y from the orbit epoch fits jointly with the object's whole published record at 0.10018"" (baseline 0.07835"") with every observation used (3/3); coarse separation 2.6"" inside a 485.4"" gate; extends the published arc by 4053 d."
63,B,"single tracklet, caveat-free",2025 WZ44,1,P10emQH@F51/n56900,F51,3,4050.1,-11.77,0.10909,0.1159,,"strict=Y published=Y tracklet-used=3/3 sep=93.0""/gate=2151.6""",clean,none,M8,STILL_LIVE,clean,lkae2639f0eafa46de,"3-observation F51 tracklet 11.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10909"" (baseline 0.1159"") with every observation used (3/3); coarse separation 93.0"" inside a 2151.6"" gate; extends the published arc by 4050 d."
64,B,"single tracklet, caveat-free",2026 EQ11,1,DpAV1Il@W84/n57072,W84,3,4039.1,-11.3,0.027636,0.023088,,"strict=Y published=Y tracklet-used=3/3 sep=7.6""/gate=2056.5""",clean,none,M8,STILL_LIVE,clean,lk0789bc3243eb31b3,"3-observation W84 tracklet 11.3 y from the orbit epoch fits jointly with the object's whole published record at 0.027636"" (baseline 0.023088"") with every observation used (3/3); coarse separation 7.6"" inside a 2056.5"" gate; extends the published arc by 4039 d."
65,B,"single tracklet, caveat-free",2026 FK17,1,H414381@T09/n57099,T09,3,4016.8,-11.23,0.05968,0.05862,,"strict=Y published=Y tracklet-used=3/3 sep=144.6""/gate=2041.4""","nearest other 153.137""",none,M9-extension,STILL_LIVE,clean,lke7d0f58d43d07ac1,"3-observation T09 tracklet 11.2 y from the orbit epoch fits jointly with the object's whole published record at 0.05968"" (baseline 0.05862"") with every observation used (3/3); coarse separation 144.6"" inside a 2041.4"" gate; extends the published arc by 4017 d."
66,B,"single tracklet, caveat-free",2025 PP201,1,P10dgxU@F51/n56868,F51,3,4016.2,-11.86,0.072077,0.069026,,"strict=Y published=Y tracklet-used=3/3 sep=33.7""/gate=514.3""","nearest other 155.444""",none,M9-extension,STILL_LIVE,clean,lk52b18241c78c6e6f,"3-observation F51 tracklet 11.9 y from the orbit epoch fits jointly with the object's whole published record at 0.072077"" (baseline 0.069026"") with every observation used (3/3); coarse separation 33.7"" inside a 514.3"" gate; extends the published arc by 4016 d."
67,B,"single tracklet, caveat-free",2026 FX17,1,P10jPtb@F51/n57099,F51,4,4014.7,-11.23,0.055895,0.049211,,"strict=Y published=Y tracklet-used=4/4 sep=141.1""/gate=2041.4""","nearest other 322.034""",none,M9-extension,STILL_LIVE,clean,lk846c6190ace395d7,"4-observation F51 tracklet 11.2 y from the orbit epoch fits jointly with the object's whole published record at 0.055895"" (baseline 0.049211"") with every observation used (4/4); coarse separation 141.1"" inside a 2041.4"" gate; extends the published arc by 4015 d."
68,B,"single tracklet, caveat-free",2025 PX86,1,P10dnUi@F51/n56872,F51,4,4013.1,-11.85,0.13462,0.12702,,"strict=Y published=Y tracklet-used=4/4 sep=153.1""/gate=2167.1""","nearest other 316.863""",none,M9-extension,STILL_LIVE,clean,lk7e728a61ce60d2d8,"4-observation F51 tracklet 11.8 y from the orbit epoch fits jointly with the object's whole published record at 0.13462"" (baseline 0.12702"") with every observation used (4/4); coarse separation 153.1"" inside a 2167.1"" gate; extends the published arc by 4013 d."
69,B,"single tracklet, caveat-free",2025 OA728,1,P10cUuh@F51/n56864,F51,3,4009.8,-11.87,0.087307,0.082235,,"strict=Y published=Y tracklet-used=3/3 sep=158.9""/gate=2171.6""","nearest other 259.274""",none,M9-partitions,STILL_LIVE,clean,lk7476a91c926ca25b,"3-observation F51 tracklet 11.9 y from the orbit epoch fits jointly with the object's whole published record at 0.087307"" (baseline 0.082235"") with every observation used (3/3); coarse separation 158.9"" inside a 2171.6"" gate; extends the published arc by 4010 d."
70,B,"single tracklet, caveat-free",2025 OF33,1,P10cTG9@F51/n56864,F51,3,4009.8,-11.87,0.086694,0.089521,,"strict=Y published=Y tracklet-used=3/3 sep=16.3""/gate=515.0""","nearest other 296.104""",none,M8,STILL_LIVE,clean,lkf729f3e749b48820,"3-observation F51 tracklet 11.9 y from the orbit epoch fits jointly with the object's whole published record at 0.086694"" (baseline 0.089521"") with every observation used (3/3); coarse separation 16.3"" inside a 515.0"" gate; extends the published arc by 4010 d."
71,B,"single tracklet, caveat-free",2025 PB5,1,P10d35E@F51/n56866,F51,3,4007.8,-11.86,0.096226,0.097659,,"strict=Y published=Y tracklet-used=3/3 sep=3.9""/gate=514.6""","nearest other 292.876""",none,M8,STILL_LIVE,clean,lk7cd12b7d0972fc5e,"3-observation F51 tracklet 11.9 y from the orbit epoch fits jointly with the object's whole published record at 0.096226"" (baseline 0.097659"") with every observation used (3/3); coarse separation 3.9"" inside a 514.6"" gate; extends the published arc by 4008 d."
72,B,"single tracklet, caveat-free",2025 OO32,1,P10d2ha@F51/n56866,F51,3,4007.7,-11.86,0.076194,0.071355,,"strict=Y published=Y tracklet-used=3/3 sep=22.2""/gate=514.6""","nearest other 100.649""",none,M8,STILL_LIVE,clean,lk3993342b36713015,"3-observation F51 tracklet 11.9 y from the orbit epoch fits jointly with the object's whole published record at 0.076194"" (baseline 0.071355"") with every observation used (3/3); coarse separation 22.2"" inside a 514.6"" gate; extends the published arc by 4008 d."
